label,centroid-x,centroid-y
1,33.21185064935065,230.34926948051947
2,31.848149319835496,476.8108193609617
3,40.32919408915932,783.8920899043835
4,43.954647473105794,912.5606377215386
5,26.221936589545844,1078.4846615252784
6,47.519064954972215,1218.7923931787698
7,6.282244071717756,1309.1434355118565
8,45.443473451327435,1553.4961283185842
9,53.63219840269021,664.2411937788987
10,43.95445000807624,43.1288967856566
11,61.68494219448188,1412.1852613660544
12,99.63204088434618,374.46505943784024
13,109.79205072890109,188.73445773681115
14,109.95663494343688,524.6257855988508
15,104.86047698927868,1033.075049230545
16,147.66871786882692,1290.532559588721
17,153.0753983676642,59.25301204819277
18,147.587437742114,1535.8562534587713
19,152.3096290601576,879.1487603305785
20,160.4343701541549,763.2262154519748
21,187.3612399316573,1480.5844113579042
22,179.55416976917348,584.9947257383966
23,179.49713239780354,1089.2447223917022
24,189.09668420213615,367.4879642914076
25,200.51402351000206,202.7765518663642
26,186.5960502692998,6.707360861759425
27,247.23569794050343,928.3546195652174
28,254.2755686751172,1269.1407362389305
29,248.98464890561553,92.43359413687234
30,269.8566134765182,632.079936474325
31,267.94285145360413,1416.6944776317537
32,274.73139075124635,775.3141653773423
33,273.9974293059126,1117.135438854205
34,282.0789371455209,455.7240307668402
35,296.498638529612,282.81116405718177
36,302.80090947847094,1553.2101747903937
37,325.7282233133297,79.27432260410984
38,355.17506119724055,852.4053111786959
39,348.31500513874613,1009.0881294964029
40,376.2227673539747,1280.1110521779487
41,382.57156082207,1452.7077084490527
42,387.57808874709974,655.5313950116009
43,385.70338983050846,1135.3021046749861
44,377.8932223955625,473.6272028658924
45,388.1116590348714,1581.8510038746037
46,389.8674690602475,203.82422140622876
47,427.81369200113863,39.738115570737264
48,445.92803995515237,344.9803282030374
49,431.3902344880826,984.0271157000868
50,444.53895609508504,794.9402757803908
51,465.2444152431012,184.19376418587981
52,479.39987460815047,1551.3028213166144
53,487.50723040010377,1395.854938071461
54,483.69312915575256,1223.6338907918598
55,494.30522319374137,553.2231937413713
56,502.4029786315562,436.84524066479605
57,501.65471785383903,677.3131359851989
58,495.89997581035317,1090.9993952588293
59,517.5846238938053,948.2090707964602
60,523.1727759689109,62.63575254700137
61,529.6171573198349,813.7265219128814
62,541.141103873843,246.2964689749743
63,578.3567670970828,1279.6354854136778
64,579.8201346126307,1159.5626521552342
65,578.6195004702686,1538.7376946389381
66,580.4831338411317,1408.294613710555
67,594.9115888710048,620.5431133593929
68,599.5344177528816,511.7541742971022
69,604.0171331805957,1040.818507819504
70,612.6266371340524,739.0903312788906
71,617.2255686415535,393.3717522251191
72,618.6160426901575,77.01067253938675
73,618.5075264442636,891.838181448332
74,627.3305951077035,246.52163198247536
75,673.8639327385038,1505.8649622512012
76,668.8335486902384,1358.5630212616
77,671.1561257116119,1178.1051236060205
78,666.218826405868,1593.385085574572
79,706.3926302414231,966.7698632184768
80,696.648006970159,41.810716619472885
81,703.6096195960743,617.4293941114446
82,715.3784714507888,483.42601644079093
83,701.2992961338366,791.4867897582373
84,703.1761155166292,173.24795833826488
85,719.9614506927466,341.81287693561535
86,744.7559298245613,1341.7353684210527
87,754.1880224314888,1122.7479631784997
88,764.6530514939606,1551.6377940241578
89,770.8061532065274,73.39434570210997
90,776.823452126786,211.41977336179997
91,789.648366578151,738.2003334774286
92,808.9298414223931,992.7009851033157
93,818.9068448254128,885.3547207865877
94,820.6235071656051,442.7385549363057
95,819.2378150522526,573.7858083779748
96,824.5991633594336,322.6183631878151
97,819.212492202121,1404.8620555208984
98,828.775054890573,1170.8538140094909
99,842.3697378872121,1559.8689436060365
100,850.0998771283131,40.29980691592066
101,860.1462970624741,180.40802647910633
102,895.2307792207793,797.2015584415584
103,899.089611081513,1339.4997336174747
104,897.1750780699103,670.2973708068903
105,912.34323267615,1496.1756093503036
106,913.7496600062768,922.5894968092897
107,909.670981560812,1072.6303780964797
108,920.8694402942191,1224.3994943109988
109,925.6824319050963,330.7771013814095
110,927.3861868411486,492.9432933478735
111,941.9517402749342,63.905527932143904
112,936.0119760479042,1592.3389221556886
113,953.3841028638224,188.46803039158388
114,990.7535278154681,785.0774762550882
115,995.4854522454143,613.9625764284208
116,988.4444546456115,1377.4386705839147
117,1004.3304798748868,1156.275084369084
118,1007.2590799031477,986.4751815980629
119,1008.5814111261873,1568.5610583446405
120,1013.6835596775975,483.0312465496301
121,1010.7447677386422,19.036242981112814
122,1026.8953210382513,302.7552083333333
123,1059.8751989812163,1507.7732144752201
124,1047.0811293201364,110.62834658445563
125,1062.919628398534,1338.210687803631
126,1074.6916541729136,718.5320339830085
127,1088.0760374389133,892.4073552555288
128,1091.838432122371,564.7069258551094
129,1093.1539583029596,1184.3068960489868
130,1097.5341054245082,393.13165289959977
131,1102.4314229018325,1052.7919925294736
132,1113.283545840923,15.71584699453552
133,1117.209153249851,181.10457662492547
134,1132.7950097847358,1587.1276908023483
135,1153.4924674108188,1481.611427679338
136,1154.5113532320088,1276.3619300494415
137,1156.301003780472,822.8555599009255
138,1162.8105505089197,673.4017730108351
139,1170.99133760828,503.4778940263247
140,1173.9732445379134,322.1598317560463
141,1175.2687218045112,973.9084210526315
142,1175.3367715317174,1127.5561285886195
143,1172.6532962668784,30.92970611596505
144,1183.395825426945,1381.358633776091
145,1183.3048427152319,148.34664735099338
