label,centroid-x,centroid-y
1,38.95369705671213,74.21249102656138
2,6.405204460966543,260.73977695167287
3,47.875961250374516,388.16967941675824
4,43.636628330179065,488.65045858203524
5,26.274896823972725,607.1320653149112
6,7.1015089163237315,693.9122085048011
7,13.484291187739464,783.7681992337165
8,85.54307461653788,997.1373543997232
9,82.08329075114972,1088.292284108329
10,8.340909090909092,1109.9462809917356
11,9.420454545454545,1162.5681818181818
12,11.310618066561014,1215.8716323296355
13,4.575875486381323,1252.568093385214
14,71.21484665619575,1297.5207902785814
15,36.42734047508151,1411.1779226828132
16,57.80369439282982,1505.336320909389
17,70.58112522686025,1581.7150635208711
18,26.50471063257066,7.335127860026918
19,20.446242774566475,876.0554913294798
20,67.13019566367002,858.6005288207298
21,65.44933267424616,293.7268907563025
22,67.91929155924224,192.04438964241677
23,139.46594756699236,706.9036954629003
24,93.05215475024485,1206.6532810969638
25,116.27526408450704,565.1622359154929
26,78.65603644646924,1387.0478359908884
27,153.60892778993434,138.86442013129104
28,184.83456820114174,327.0346167861047
29,166.76453555709983,928.0806115357888
30,178.0653685674548,33.41189686530438
31,165.1211688105447,389.5415277116087
32,175.6715637173066,1452.2033388981636
33,213.94019393181108,1300.239411948702
34,211.59474039109912,244.23571910220596
35,239.58729603729603,1174.2743006993007
36,265.0023352209703,1082.0611827894215
37,191.5378548895899,1545.7257273045916
38,163.1335676625659,811.0070298769772
39,190.55724417426546,599.1651469098277
40,196.62454991816693,859.9993453355155
41,265.6909567705022,758.270979020979
42,315.33116211115845,1003.3754793936812
43,286.0140252454418,488.8854312762973
44,338.7864030565832,382.8216993146946
45,260.079301523746,106.33566900233566
46,233.85968819599108,1345.4543429844098
47,343.0843747842298,1421.3246564938204
48,261.978516978517,1584.7311157311158
49,244.70816326530613,622.4306122448979
50,247.81273408239701,567.2116104868913
51,313.51569733187443,873.8573352411413
52,346.3897637795276,1317.8720472440946
53,325.7891437526713,1540.5485111839293
54,315.50147401086116,624.6875096974399
55,342.3341958437778,272.9190587854775
56,356.8892102335929,159.29021134593992
57,371.2442253263946,50.74454487355062
58,407.0848894720904,762.117492681942
59,365.99623273336124,545.8061950606949
60,415.82895579756564,1215.7592568866112
61,405.8792612137203,636.3215831134564
62,422.4259285612637,1492.3465205635407
63,411.4869109947644,922.5645724258289
64,474.26642474137464,475.11942804527973
65,476.63271097834206,1089.3565347274084
66,482.2064499074808,201.70425588157548
67,526.7576590946593,954.9879544579507
68,443.0,1579.0
69,541.1306993164576,373.7628633666341
70,507.0476723923326,828.9397560368434
71,490.78217213114755,1558.0713114754099
72,473.29103249691485,633.6624845742493
73,568.0637290081814,47.36859480407636
74,516.6747069431921,1246.4779080252479
75,509.7605890603086,1365.4458625525947
76,588.9359100607254,1138.0042671918595
77,568.3611474275167,727.2030300699838
78,524.8808510638298,572.0663829787234
79,578.6392058963386,1404.4225511174513
80,535.279301745636,636.5901911886949
81,636.4624579422702,321.7308305294847
82,556.3064846416382,142.19795221843003
83,577.2122564331399,1557.508255243195
84,648.6792508047995,224.54514193737197
85,641.1974135397277,589.950426178113
86,605.1406741573034,480.67640449438204
87,655.2614874063989,1210.3453029271614
88,637.7141637415805,844.7851247509724
89,621.9680814940577,1048.1079796264855
90,614.2529274004684,157.66276346604215
91,632.9716073147257,637.8845043310876
92,685.9079698561316,106.1105275176981
93,680.8037230081907,699.7131794489948
94,678.8598954032481,1314.1574456372143
95,643.9018264840182,1292.164383561644
96,680.483381364073,938.0182516810759
97,659.4983534577387,1546.2239297475303
98,718.5287224669604,1400.5066079295154
99,663.5116666666667,1494.475
100,722.2605956471936,1585.6225658648339
101,702.1704959053685,498.3953594176524
102,717.9834963325184,1047.6891809290953
103,788.5547092547092,1110.3895167895168
104,738.9014984033407,1489.729304839106
105,742.6760265700483,1285.0329106280194
106,782.8032893137811,795.9625698776634
107,782.181770505559,423.63908118313407
108,841.6614642451759,39.65209988649262
109,823.4801984034721,248.7727660234054
110,759.937359339835,950.274943735934
111,802.4360944110443,335.9854152749944
112,810.3941564914029,135.05014951407924
113,795.6589841127769,559.9367494592377
114,871.7695409850922,673.1765372241606
115,781.2936555891239,879.2948640483384
116,814.9506390480387,1011.8016747465844
117,814.523854470568,1252.4157370859791
118,816.9563906752412,1521.4993971061094
119,901.9949505465903,1368.2219156689225
120,910.0910882725609,1522.9625510347742
121,859.9100467289719,489.9672897196262
122,879.2347771500314,887.3600125549278
123,900.6256750501466,1204.785372627681
124,926.0534674765883,503.9891166793217
125,922.9793055068398,1069.0348415760552
126,949.7977225052442,787.1448906203176
127,969.3964708353757,907.8430782158113
128,900.6505050505051,413.4282828282828
129,928.7427476737821,367.6617405582923
130,953.2886330285585,170.6212890845468
131,1000.8624985712653,288.443022059664
132,936.0,1593.6734104046243
133,962.4234234234234,1204.2895248189366
134,977.4639850327409,6.020579981290926
135,1039.965024706609,56.149011735639284
136,1047.5427934206857,1419.5440014868507
137,989.2573818897638,375.7111220472441
138,1024.5926227285056,1583.0924871168972
139,1028.2960102960103,524.9584942084942
140,1011.0124543697659,1008.2061412926777
141,1021.5049698260561,1506.485445509407
142,1065.960793923058,682.7516131667076
143,1038.5248833592534,1162.7542768273718
144,1054.1902475458814,159.3898847631242
145,1077.0556825264907,1339.5520465406191
146,1099.660607657183,577.0698981383913
147,1049.0816993464052,6.30718954248366
148,1084.961255689112,394.8891352549889
149,1079.0561452084294,1030.7668051069065
150,1083.432359107165,791.3086693797015
151,1133.1955168119553,876.1174761311747
152,1098.3698890649762,300.0944532488114
153,1149.8478333333333,186.062
154,1084.3654390934844,1470.3654390934844
155,1138.1252420916721,1142.9445725352762
156,1140.2798305483643,1570.321487408802
157,1154.3452144277194,462.104941777904
158,1165.646106662123,1229.9240074970182
159,1151.5712861415752,1503.4857926221337
160,1149.400906002265,997.8141077495551
161,1139.380313199105,722.4787472035795
162,1166.6762114537446,270.60407488986783
163,1174.0969993021633,54.53733426378228
164,1174.421103738469,1347.1420941899985
165,1179.8444838280905,743.9933540097475
166,1181.1244124965442,350.0787945811446
167,1179.4850746268658,637.2758620689655
168,1191.0102827763496,920.3856041131105
169,1192.5844346549193,1455.2261380323055
