label,centroid-x,centroid-y
1,13.44186046511628,36.07797537619699
2,70.03297500882734,266.0231276236808
3,51.98361523597766,668.0511130522248
4,28.543033790401566,1059.1466699314399
5,58.40663755458515,1497.4131441048035
6,127.619267557652,1246.4755961740043
7,114.83566928121384,37.72032917577472
8,176.52509752179898,798.1007342817807
9,216.12012602825655,279.41379752790726
10,230.3503347427766,1496.2137068358
11,295.21223204175396,1050.72610014187
12,384.34187480000674,443.294095356788
13,364.1268539881345,1463.2867501647988
14,412.66160822249094,1082.3213018943975
15,495.81815103284794,214.99561761717894
16,481.8088350419385,1440.1885554520038
17,549.0046928466678,850.1389169518222
18,613.7505282560805,1409.4557613631255
19,632.395221033264,181.31651576042222
20,668.847900936273,969.3166616329407
21,684.5725310689487,557.7146300473221
22,758.9676253298153,1442.961820580475
23,794.4490933489317,1100.8725011182603
24,770.8407828357183,199.23785407219833
25,828.2988359754333,562.2700086819511
26,893.3282380607815,1523.061731186686
27,908.4526261099566,118.05918193840922
28,943.7060736343598,1281.4362192008032
29,926.5984693004959,583.922631263896
30,987.003791437391,750.3261978257952
31,1009.8742232912407,161.86707422997262
32,1075.11789424536,1512.0129566942921
33,1075.6040796902378,745.6426918168249
34,1108.6106914071129,1169.1194757381636
35,1120.9074702886248,192.49480372485465
36,1170.4203314012098,637.6298513104839
37,1185.4607594936708,1396.955818701511
