label,centroid-x,centroid-y
1,7.7725856697819315,164.1330663106364
2,30.056065945129625,392.360181223257
3,1.2666666666666666,536.4444444444445
4,12.285823754789272,751.5964240102171
5,36.168725011106176,932.6448689471346
6,2.494279176201373,1030.1304347826087
7,20.64027777777778,1244.4852272727273
8,3.015695067264574,1449.2892376681614
9,10.981438515081207,1556.4078886310906
10,52.43070719602978,1462.8066377171215
11,62.851990121187754,134.12003905576935
12,53.07619775739042,628.6170574243969
13,57.3645567224903,1097.000851546977
14,93.3626269035533,847.3892131979695
15,105.69064881948317,1300.849600297453
16,106.1533233225322,343.5188492847546
17,96.65209125475285,1591.7281368821293
18,114.00548664122137,32.4375
19,124.0563575564799,528.9838512356251
20,149.36845158670303,1112.885362882172
21,148.36773255813952,1511.0696220930233
22,149.01536746556255,723.9197388327096
23,168.11391661773342,188.06788021139167
24,195.8878917934712,944.9951879308103
25,200.8279387965279,422.8760482565838
26,213.73894203714124,1365.5070906021385
27,207.92699579831933,25.462447478991596
28,218.67409584455874,621.3769287288758
29,242.82759219088936,792.8775704989154
30,254.32709915140688,1182.998325145154
31,243.63975439882697,150.9990835777126
32,239.60551075268816,1546.7748655913979
33,276.42065979997017,342.9115539632781
34,299.2564144557266,999.3701823343159
35,287.834244767113,531.4982085611917
36,298.79979853941074,63.24024175270713
37,315.95189873417723,1429.1427538103849
38,327.31121783160205,762.8045623009866
39,320.0139009556907,1589.4083405734145
40,346.8578613189162,280.4145973470799
41,365.29848966613673,1225.081081081081
42,378.61370339925537,582.258933320439
43,377.7609512984174,109.09250677625252
44,403.41507038365995,1046.7768147943693
45,397.038603558241,1562.8519637462236
46,406.7361131905974,1431.3007186704597
47,431.70539222327596,864.953393849072
48,430.3986360818351,310.41053936763797
49,414.78246753246754,4.012987012987013
50,444.0689340522605,491.501285773538
51,461.8941610109993,169.12268897729933
52,474.95992742353553,1322.2876620010368
53,502.08951946975975,820.2900994200497
54,507.74205194525274,1111.6476991055072
55,482.9436973548101,1545.108615339146
56,513.4272381610784,64.98778661136076
57,523.9826522585186,529.4043804082308
58,568.7615253877204,297.23879328659444
59,562.7720090293453,1343.101309255079
60,557.7893131182398,1516.9123601738006
61,550.577861163227,761.8924327704816
62,605.9615967934135,1209.1749539594844
63,592.44953145917,26.275234270414995
64,615.9973493029648,950.1526114274494
65,612.8131280538398,146.38591315571125
66,621.8289861082314,640.900642753473
67,604.9925742574258,1592.3069306930693
68,639.5406471345782,1502.0665647134579
69,665.7435962145111,352.826309148265
70,682.1688438438439,1214.5096096096097
71,696.0305039787798,925.6268323328214
72,702.5262266475056,159.54080270991582
73,702.1436750058818,555.8733432671947
74,706.8668310727497,1432.407847972728
75,750.4678441242839,812.1608661690678
76,734.0206586033372,1108.9216032488744
77,724.7090800477897,1574.4065113500596
78,756.6985221674877,42.31888341543514
79,769.6021904585112,437.21186807747046
80,777.8383301203218,1296.0537791663896
81,811.1939414700988,252.67632377410197
82,801.1116795158152,1508.7250522371928
83,813.4534468991217,714.9240351344157
84,829.2809676312479,1112.5642228068168
85,851.670583208716,67.64206366161076
86,888.8020807407039,1023.3528299069143
87,858.5174577471915,1323.7877745167493
88,869.3256246512493,571.48527497055
89,889.1454758190328,1483.7673166926677
90,891.4309137980631,244.44165308275004
91,886.5927505330491,1590.7046908315565
92,934.1284615384616,886.7540865384616
93,915.9896012297676,429.987973596166
94,937.7450585783081,123.87033709480342
95,946.4187470059084,1332.3611007611646
96,959.4911749873928,648.505511130322
97,967.7440765730425,1549.640357759297
98,1002.17842754496,472.94758483199735
99,1000.0191336128131,831.9574330861012
100,999.5291197250334,35.18865762841321
101,1011.1232984036823,1233.8509450592499
102,1031.1239982871475,209.52168593625743
103,1048.9927810244071,1055.2677896184255
104,1038.0315271801178,1502.527970492667
105,1057.6164754275817,738.3888287508119
106,1066.749074074074,415.76787037037036
107,1075.938446014127,7.346115035317861
108,1096.237803052978,132.98757856929063
109,1096.4363837638377,927.2115129151291
110,1093.3883233165707,1287.3095792959646
111,1113.1502437684544,595.0687358373962
112,1111.1211220367406,1485.4129125695556
113,1150.034284776903,391.099354768154
114,1149.577374301676,799.7209497206704
115,1142.7555555555555,1139.1628797336662
116,1158.4630314232902,39.078927911275414
117,1170.324859345697,1318.4178995624088
118,1175.3161676646707,968.8876912840984
119,1179.1857299016199,202.7191692338269
120,1156.8362068965516,1596.2413793103449
121,1176.5880619012528,1503.4904200442152
122,1183.083358732094,655.5623285583664
123,1193.005593536358,1128.541330018645
